store,day_of_week,date,sales,customers,open,promo,state_holiday,school_holiday,store_type,assortment,competition_distance,competition_open_since_month,competition_open_since_year,promo2,promo2since_week,promo2since_year,promo_interval,has_competition,year,month,day,week_of_year,is_weekend,sales_per_customer,competition_open_months,is_outlier
30,6,2015-05-23,3815,603,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2015,5,23,21,1,6.33,15,FALSE
31,6,2015-05-23,5259,556,1,0,none,0,d,c,9800,7,2012,0,0,0,None,1,2015,5,23,21,1,9.46,34,FALSE
32,6,2015-05-23,2396,278,1,0,none,0,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,5,23,21,1,8.62,-1,FALSE
33,6,2015-05-23,8489,845,1,0,none,0,a,c,1320,5,2013,0,0,0,None,1,2015,5,23,21,1,10.05,24,FALSE
34,6,2015-05-23,7144,873,1,0,none,0,c,a,2240,9,2009,0,0,0,None,1,2015,5,23,21,1,8.18,68,FALSE
35,6,2015-05-23,9307,763,1,0,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,5,23,21,1,12.2,175,FALSE
36,6,2015-05-23,10873,1119,1,0,none,0,a,c,540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,5,23,21,1,9.72,143,FALSE
37,6,2015-05-23,6485,780,1,0,none,0,c,a,4230,12,2014,0,0,0,None,1,2015,5,23,21,1,8.31,5,FALSE
38,6,2015-05-23,6612,665,1,0,none,0,d,a,1090,4,2007,0,0,0,None,1,2015,5,23,21,1,9.94,97,FALSE
39,6,2015-05-23,3205,476,1,0,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,5,23,21,1,6.73,103,FALSE
40,6,2015-05-23,4760,657,1,0,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,5,23,21,1,7.25,-1,FALSE
41,6,2015-05-23,6610,496,1,0,none,0,d,c,1180,0,0,1,31,2013,"Jan,Apr,Jul,Oct",0,2015,5,23,21,1,13.33,-1,FALSE
42,6,2015-05-23,8568,954,1,0,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2015,5,23,21,1,8.98,-1,FALSE
43,6,2015-05-23,4349,432,1,0,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2015,5,23,21,1,10.07,-1,FALSE
44,6,2015-05-23,3578,446,1,0,none,0,a,a,540,6,2011,0,0,0,None,1,2015,5,23,21,1,8.02,47,FALSE
45,6,2015-05-23,5615,491,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2015,5,23,21,1,11.44,15,FALSE
46,6,2015-05-23,5305,688,1,0,none,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,5,23,21,1,7.71,116,FALSE
47,6,2015-05-23,5824,708,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,5,23,21,1,8.23,25,FALSE
48,6,2015-05-23,2757,294,1,0,none,0,a,a,1060,5,2012,0,0,0,None,1,2015,5,23,21,1,9.38,36,FALSE
49,6,2015-05-23,7361,583,1,0,none,0,d,c,18010,9,2007,0,0,0,None,1,2015,5,23,21,1,12.63,92,FALSE
50,6,2015-05-23,4198,412,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2015,5,23,21,1,10.19,66,FALSE
1,2,2015-05-26,4211,479,1,0,none,0,c,a,1270,9,2008,0,0,0,None,1,2015,5,26,22,0,8.79,80,FALSE
2,2,2015-05-26,4708,564,1,0,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,8.35,90,FALSE
3,2,2015-05-26,6443,738,1,0,none,1,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,8.73,101,FALSE
4,2,2015-05-26,10587,1450,1,0,none,1,c,c,620,9,2009,0,0,0,None,1,2015,5,26,22,0,7.3,68,FALSE
5,2,2015-05-26,4567,570,1,0,none,0,a,a,29910,4,2015,0,0,0,None,1,2015,5,26,22,0,8.01,1,FALSE
6,2,2015-05-26,4574,562,1,0,none,0,a,a,310,12,2013,0,0,0,None,1,2015,5,26,22,0,8.14,17,FALSE
7,2,2015-05-26,8671,1055,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2015,5,26,22,0,8.22,25,FALSE
8,2,2015-05-26,6503,774,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,5,26,22,0,8.4,7,FALSE
9,2,2015-05-26,8048,707,1,0,none,1,a,c,2030,8,2000,0,0,0,None,1,2015,5,26,22,0,11.38,177,FALSE
10,2,2015-05-26,6506,672,1,0,none,1,a,a,3160,9,2009,0,0,0,None,1,2015,5,26,22,0,9.68,68,FALSE
11,2,2015-05-26,7190,1073,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,6.7,42,FALSE
12,2,2015-05-26,7132,887,1,0,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2015,5,26,22,0,8.04,-1,FALSE
13,2,2015-05-26,5583,330,1,0,none,1,d,a,310,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,5,26,22,0,16.92,-1,FALSE
14,2,2015-05-26,5775,717,1,0,none,1,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,8.05,14,FALSE
15,2,2015-05-26,6278,657,1,0,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,9.56,62,FALSE
16,2,2015-05-26,8111,910,1,0,none,1,a,c,3270,0,0,0,0,0,None,0,2015,5,26,22,0,8.91,-1,FALSE
17,2,2015-05-26,6425,866,1,0,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,7.42,113,FALSE
18,2,2015-05-26,6542,753,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,8.69,59,FALSE
19,2,2015-05-26,7079,694,1,0,none,1,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2015,5,26,22,0,10.2,-1,FALSE
20,2,2015-05-26,9341,1011,1,0,none,1,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,9.24,72,FALSE
21,2,2015-05-26,6312,465,1,0,none,1,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,13.57,187,FALSE
22,2,2015-05-26,4343,525,1,0,none,1,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,5,26,22,0,8.27,-1,FALSE
23,2,2015-05-26,5250,467,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2015,5,26,22,0,11.24,117,FALSE
24,2,2015-05-26,9832,861,1,0,none,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,11.42,182,FALSE
25,2,2015-05-26,12259,1716,1,0,none,1,c,a,430,4,2003,0,0,0,None,1,2015,5,26,22,0,7.14,145,FALSE
26,2,2015-05-26,6292,539,1,0,none,0,d,a,2300,0,0,0,0,0,None,0,2015,5,26,22,0,11.67,-1,FALSE
27,2,2015-05-26,9185,1104,1,0,none,1,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,8.32,124,FALSE
28,2,2015-05-26,4861,556,1,0,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2015,5,26,22,0,8.74,7,FALSE
29,2,2015-05-26,8493,764,1,0,none,1,d,c,2170,0,0,0,0,0,None,0,2015,5,26,22,0,11.12,-1,FALSE
30,2,2015-05-26,4269,658,1,0,none,1,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2015,5,26,22,0,6.49,15,FALSE
31,2,2015-05-26,5379,585,1,0,none,0,d,c,9800,7,2012,0,0,0,None,1,2015,5,26,22,0,9.19,34,FALSE
32,2,2015-05-26,3965,487,1,0,none,1,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,5,26,22,0,8.14,-1,FALSE
33,2,2015-05-26,8395,883,1,0,none,1,a,c,1320,5,2013,0,0,0,None,1,2015,5,26,22,0,9.51,24,FALSE
34,2,2015-05-26,8513,1091,1,0,none,1,c,a,2240,9,2009,0,0,0,None,1,2015,5,26,22,0,7.8,68,FALSE
35,2,2015-05-26,10732,819,1,0,none,1,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,13.1,175,FALSE
36,2,2015-05-26,9953,1150,1,0,none,1,a,c,540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,8.65,143,FALSE
37,2,2015-05-26,5907,676,1,0,none,0,c,a,4230,12,2014,0,0,0,None,1,2015,5,26,22,0,8.74,5,FALSE
38,2,2015-05-26,6163,555,1,0,none,1,d,a,1090,4,2007,0,0,0,None,1,2015,5,26,22,0,11.1,97,FALSE
39,2,2015-05-26,4670,646,1,0,none,1,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,5,26,22,0,7.23,103,FALSE
40,2,2015-05-26,4431,596,1,0,none,1,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,5,26,22,0,7.43,-1,FALSE
41,2,2015-05-26,6667,508,1,0,none,1,d,c,1180,0,0,1,31,2013,"Jan,Apr,Jul,Oct",0,2015,5,26,22,0,13.12,-1,FALSE
42,2,2015-05-26,9520,1134,1,0,none,1,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2015,5,26,22,0,8.4,-1,FALSE
43,2,2015-05-26,6219,590,1,0,none,1,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2015,5,26,22,0,10.54,-1,FALSE
44,2,2015-05-26,5309,671,1,0,none,1,a,a,540,6,2011,0,0,0,None,1,2015,5,26,22,0,7.91,47,FALSE
45,2,2015-05-26,4488,365,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2015,5,26,22,0,12.3,15,FALSE
46,2,2015-05-26,4665,619,1,0,none,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,7.54,116,FALSE
47,2,2015-05-26,7265,962,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,5,26,22,0,7.55,25,FALSE
48,2,2015-05-26,3815,426,1,0,none,0,a,a,1060,5,2012,0,0,0,None,1,2015,5,26,22,0,8.96,36,FALSE
49,2,2015-05-26,7998,539,1,0,none,1,d,c,18010,9,2007,0,0,0,None,1,2015,5,26,22,0,14.84,92,FALSE
50,2,2015-05-26,4020,353,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2015,5,26,22,0,11.39,66,FALSE
1,3,2015-05-27,4083,497,1,0,none,0,c,a,1270,9,2008,0,0,0,None,1,2015,5,27,22,0,8.22,80,FALSE
2,3,2015-05-27,5093,672,1,0,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,7.58,90,FALSE
3,3,2015-05-27,5589,644,1,0,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,8.68,101,FALSE
4,3,2015-05-27,8305,1177,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2015,5,27,22,0,7.06,68,FALSE
5,3,2015-05-27,4431,571,1,0,none,0,a,a,29910,4,2015,0,0,0,None,1,2015,5,27,22,0,7.76,1,FALSE
6,3,2015-05-27,4573,530,1,0,none,0,a,a,310,12,2013,0,0,0,None,1,2015,5,27,22,0,8.63,17,FALSE
7,3,2015-05-27,8567,890,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2015,5,27,22,0,9.63,25,FALSE
8,3,2015-05-27,5573,696,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,5,27,22,0,8.01,7,FALSE
9,3,2015-05-27,5997,582,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,5,27,22,0,10.3,177,FALSE
10,3,2015-05-27,6046,629,1,0,none,0,a,a,3160,9,2009,0,0,0,None,1,2015,5,27,22,0,9.61,68,FALSE
11,3,2015-05-27,6924,1103,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,6.28,42,FALSE
12,3,2015-05-27,6422,828,1,0,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2015,5,27,22,0,7.76,-1,FALSE
13,3,2015-05-27,3707,282,1,0,none,1,d,a,310,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,5,27,22,0,13.15,-1,FALSE
14,3,2015-05-27,5283,617,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,8.56,14,FALSE
15,3,2015-05-27,6581,610,1,0,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,10.79,62,FALSE
16,3,2015-05-27,6913,855,1,0,none,1,a,c,3270,0,0,0,0,0,None,0,2015,5,27,22,0,8.09,-1,FALSE
17,3,2015-05-27,5920,775,1,0,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,7.64,113,FALSE
18,3,2015-05-27,6072,684,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,8.88,59,FALSE
19,3,2015-05-27,6518,674,1,0,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2015,5,27,22,0,9.67,-1,FALSE
20,3,2015-05-27,8899,906,1,0,none,1,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,9.82,72,FALSE
21,3,2015-05-27,3821,399,1,0,none,1,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,9.58,187,FALSE
22,3,2015-05-27,4009,457,1,0,none,1,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,5,27,22,0,8.77,-1,FALSE
23,3,2015-05-27,4337,401,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2015,5,27,22,0,10.82,117,FALSE
24,3,2015-05-27,8354,835,1,0,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,10,182,FALSE
25,3,2015-05-27,7562,1122,1,0,none,0,c,a,430,4,2003,0,0,0,None,1,2015,5,27,22,0,6.74,145,FALSE
26,3,2015-05-27,5651,492,1,0,none,0,d,a,2300,0,0,0,0,0,None,0,2015,5,27,22,0,11.49,-1,FALSE
27,3,2015-05-27,8128,974,1,0,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,8.34,124,FALSE
28,3,2015-05-27,4289,466,1,0,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2015,5,27,22,0,9.2,7,FALSE
29,3,2015-05-27,6936,639,1,0,none,0,d,c,2170,0,0,0,0,0,None,0,2015,5,27,22,0,10.85,-1,FALSE
30,3,2015-05-27,3802,563,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2015,5,27,22,0,6.75,15,FALSE
31,3,2015-05-27,5375,517,1,0,none,0,d,c,9800,7,2012,0,0,0,None,1,2015,5,27,22,0,10.4,34,FALSE
32,3,2015-05-27,4180,509,1,0,none,1,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,5,27,22,0,8.21,-1,FALSE
33,3,2015-05-27,6827,744,1,0,none,0,a,c,1320,5,2013,0,0,0,None,1,2015,5,27,22,0,9.18,24,FALSE
34,3,2015-05-27,7629,935,1,0,none,0,c,a,2240,9,2009,0,0,0,None,1,2015,5,27,22,0,8.16,68,FALSE
35,3,2015-05-27,8767,674,1,0,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,13.01,175,FALSE
36,3,2015-05-27,8915,1011,1,0,none,1,a,c,540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,8.82,143,FALSE
37,3,2015-05-27,4821,607,1,0,none,0,c,a,4230,12,2014,0,0,0,None,1,2015,5,27,22,0,7.94,5,FALSE
38,3,2015-05-27,5068,473,1,0,none,0,d,a,1090,4,2007,0,0,0,None,1,2015,5,27,22,0,10.71,97,FALSE
39,3,2015-05-27,4729,644,1,0,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,5,27,22,0,7.34,103,FALSE
40,3,2015-05-27,3709,501,1,0,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,5,27,22,0,7.4,-1,FALSE
41,3,2015-05-27,5526,396,1,0,none,1,d,c,1180,0,0,1,31,2013,"Jan,Apr,Jul,Oct",0,2015,5,27,22,0,13.95,-1,FALSE
42,3,2015-05-27,9399,1107,1,0,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2015,5,27,22,0,8.49,-1,FALSE
43,3,2015-05-27,5943,587,1,0,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2015,5,27,22,0,10.12,-1,FALSE
44,3,2015-05-27,4996,597,1,0,none,0,a,a,540,6,2011,0,0,0,None,1,2015,5,27,22,0,8.37,47,FALSE
45,3,2015-05-27,3934,319,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2015,5,27,22,0,12.33,15,FALSE
46,3,2015-05-27,4029,539,1,0,none,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,7.47,116,FALSE
47,3,2015-05-27,7160,979,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,7.31,25,FALSE
48,3,2015-05-27,3668,393,1,0,none,0,a,a,1060,5,2012,0,0,0,None,1,2015,5,27,22,0,9.33,36,FALSE
49,3,2015-05-27,6269,495,1,0,none,1,d,c,18010,9,2007,0,0,0,None,1,2015,5,27,22,0,12.66,92,FALSE
50,3,2015-05-27,3519,310,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2015,5,27,22,0,11.35,66,FALSE
1,4,2015-05-28,4111,474,1,0,none,0,c,a,1270,9,2008,0,0,0,None,1,2015,5,28,22,0,8.67,80,FALSE
2,4,2015-05-28,4049,518,1,0,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,7.82,90,FALSE
3,4,2015-05-28,6475,677,1,0,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,9.56,101,FALSE
4,4,2015-05-28,8550,1158,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2015,5,28,22,0,7.38,68,FALSE
5,4,2015-05-28,4134,513,1,0,none,0,a,a,29910,4,2015,0,0,0,None,1,2015,5,28,22,0,8.06,1,FALSE
6,4,2015-05-28,4754,547,1,0,none,0,a,a,310,12,2013,0,0,0,None,1,2015,5,28,22,0,8.69,17,FALSE
7,4,2015-05-28,7984,844,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2015,5,28,22,0,9.46,25,FALSE
8,4,2015-05-28,6718,823,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,5,28,22,0,8.16,7,FALSE
9,4,2015-05-28,6335,573,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,5,28,22,0,11.06,177,FALSE
10,4,2015-05-28,5070,541,1,0,none,0,a,a,3160,9,2009,0,0,0,None,1,2015,5,28,22,0,9.37,68,FALSE
11,4,2015-05-28,7172,1009,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,7.11,42,FALSE
12,4,2015-05-28,5853,758,1,0,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2015,5,28,22,0,7.72,-1,FALSE
13,4,2015-05-28,3131,251,1,0,none,1,d,a,310,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,5,28,22,0,12.47,-1,FALSE
14,4,2015-05-28,5206,607,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,8.58,14,FALSE
15,4,2015-05-28,7010,702,1,0,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,9.99,62,FALSE
16,4,2015-05-28,7518,812,1,0,none,1,a,c,3270,0,0,0,0,0,None,0,2015,5,28,22,0,9.26,-1,FALSE
17,4,2015-05-28,5778,769,1,0,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,7.51,113,FALSE
18,4,2015-05-28,6309,687,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,9.18,59,FALSE
19,4,2015-05-28,6859,668,1,0,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2015,5,28,22,0,10.27,-1,FALSE
20,4,2015-05-28,9447,1048,1,0,none,1,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,9.01,72,FALSE
21,4,2015-05-28,3790,371,1,0,none,1,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,10.22,187,FALSE
22,4,2015-05-28,3528,412,1,0,none,1,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,5,28,22,0,8.56,-1,FALSE
23,4,2015-05-28,4231,390,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2015,5,28,22,0,10.85,117,FALSE
24,4,2015-05-28,8401,698,1,0,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,12.04,182,FALSE
25,4,2015-05-28,10630,1508,1,0,none,0,c,a,430,4,2003,0,0,0,None,1,2015,5,28,22,0,7.05,145,FALSE
26,4,2015-05-28,5783,541,1,0,none,0,d,a,2300,0,0,0,0,0,None,0,2015,5,28,22,0,10.69,-1,FALSE
27,4,2015-05-28,7929,971,1,0,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,8.17,124,FALSE
28,4,2015-05-28,4815,524,1,0,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2015,5,28,22,0,9.19,7,FALSE
29,4,2015-05-28,7090,671,1,0,none,0,d,c,2170,0,0,0,0,0,None,0,2015,5,28,22,0,10.57,-1,FALSE
30,4,2015-05-28,4391,670,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2015,5,28,22,0,6.55,15,FALSE
31,4,2015-05-28,4789,480,1,0,none,0,d,c,9800,7,2012,0,0,0,None,1,2015,5,28,22,0,9.98,34,FALSE
32,4,2015-05-28,3917,464,1,0,none,1,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,5,28,22,0,8.44,-1,FALSE
33,4,2015-05-28,7299,695,1,0,none,0,a,c,1320,5,2013,0,0,0,None,1,2015,5,28,22,0,10.5,24,FALSE
34,4,2015-05-28,7177,914,1,0,none,0,c,a,2240,9,2009,0,0,0,None,1,2015,5,28,22,0,7.85,68,FALSE
35,4,2015-05-28,9639,727,1,0,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,13.26,175,FALSE
36,4,2015-05-28,7995,968,1,0,none,1,a,c,540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,8.26,143,FALSE
37,4,2015-05-28,5729,708,1,0,none,0,c,a,4230,12,2014,0,0,0,None,1,2015,5,28,22,0,8.09,5,FALSE
38,4,2015-05-28,4496,435,1,0,none,0,d,a,1090,4,2007,0,0,0,None,1,2015,5,28,22,0,10.34,97,FALSE
39,4,2015-05-28,3829,541,1,0,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,5,28,22,0,7.08,103,FALSE
40,4,2015-05-28,3764,527,1,0,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,5,28,22,0,7.14,-1,FALSE
41,4,2015-05-28,4887,369,1,0,none,1,d,c,1180,0,0,1,31,2013,"Jan,Apr,Jul,Oct",0,2015,5,28,22,0,13.24,-1,FALSE
42,4,2015-05-28,8684,985,1,0,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2015,5,28,22,0,8.82,-1,FALSE
43,4,2015-05-28,6155,558,1,0,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2015,5,28,22,0,11.03,-1,FALSE
44,4,2015-05-28,4909,582,1,0,none,0,a,a,540,6,2011,0,0,0,None,1,2015,5,28,22,0,8.43,47,FALSE
45,4,2015-05-28,4377,365,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2015,5,28,22,0,11.99,15,FALSE
46,4,2015-05-28,3967,532,1,0,none,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,7.46,116,FALSE
47,4,2015-05-28,5926,799,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,5,28,22,0,7.42,25,FALSE
48,4,2015-05-28,3433,369,1,0,none,0,a,a,1060,5,2012,0,0,0,None,1,2015,5,28,22,0,9.3,36,FALSE
49,4,2015-05-28,5981,439,1,0,none,1,d,c,18010,9,2007,0,0,0,None,1,2015,5,28,22,0,13.62,92,FALSE
50,4,2015-05-28,3931,319,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2015,5,28,22,0,12.32,66,FALSE
1,5,2015-05-29,4656,537,1,0,none,0,c,a,1270,9,2008,0,0,0,None,1,2015,5,29,22,0,8.67,80,FALSE
2,5,2015-05-29,4541,576,1,0,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2015,5,29,22,0,7.88,90,FALSE
3,5,2015-05-29,7421,793,1,0,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,5,29,22,0,9.36,101,FALSE
4,5,2015-05-29,10529,1366,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2015,5,29,22,0,7.71,68,FALSE
5,5,2015-05-29,5833,651,1,0,none,0,a,a,29910,4,2015,0,0,0,None,1,2015,5,29,22,0,8.96,1,FALSE
6,5,2015-05-29,5435,612,1,0,none,0,a,a,310,12,2013,0,0,0,None,1,2015,5,29,22,0,8.88,17,FALSE
7,5,2015-05-29,10618,1157,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2015,5,29,22,0,9.18,25,FALSE
8,5,2015-05-29,6451,732,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,5,29,22,0,8.81,7,FALSE
9,5,2015-05-29,7193,627,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,5,29,22,0,11.47,177,FALSE
10,5,2015-05-29,6073,633,1,0,none,0,a,a,3160,9,2009,0,0,0,None,1,2015,5,29,22,0,9.59,68,FALSE
11,5,2015-05-29,8561,1154,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,5,29,22,0,7.42,42,FALSE
